21319338:亚丽莎,2;小说家,1;理智,1;病人,1;狩猎者,1;
1302425:天,1402;仇,1317;飘飘,846;尹天仇,741;周星驰,494;
3004244:randy,29;字数,23;补丁,23;andy,22;美国,19;
1432180:亨利,798;henry,612;sam,482;梦境,413;萨姆,373;
2229243:幸福,902;生活,480;恩,450;熙,440;男人,394;
3102108:о,28;и,19;е,14;с,13;л,12;
1419299:韩国,11;致命,8;无业者,7;表演,6;赏金,6;
3976636:女人,17;她们,13;艾玛,13;爱,11;三个,10;
1305991:is,5;girls,4;movie,4;are,3;so,3;
11519187:暗恋,7;那一刻,4;时代,4;老师,4;赞,3;
1428301:梁天,11;球迷,7;葛优,6;胆小,5;年代,4;
1470856:张国荣,5;求爱,4;老片,3;咁,3;反斗,3;
2270036:生活,4;爱,4;爱情,3;评价,3;男人,3;
2330733:次郎,205;步,200;未,191;百年,159;手机,114;
1808476:_,40;神秘,14;槐花,9;街,6;社会,5;
2230888:声音,1385;距离,1123;遥远,1043;小汤,596;爱,523;
1301823:她们,252;男人,208;女人,186;社会,98;性,95;
3888599:萨满,28;自闭症,27;父母,26;rowan,16;父亲,16;
3006309:警察,498;韩国,395;追击,357;者,335;凶手,290;
6259916:游戏,4;想到,3;火星,3;不至于,2;打斗,2;
3196057:自由,7;思考,5;～,5;顺从,5;痛苦,5;
1308072:警察,22;匪徒,16;子弹,12;火力,12;事件,12;
4319218:巴黎,4031;时代,1253;穿越,1218;午夜,1194;生活,959;
4168733:生活,243;父亲,216;更好,117;美国,90;墨西哥,56;
1296026:见鬼,35;恐怖片,31;恐怖,20;世界,20;恐惧,19;
1292854:美国,30;恐怖分子,21;军队,15;fbi,11;国家,11;
2227293:吸血鬼,326;女巫,301;爱,259;德普,154;波顿,110;
1849026:战争,59;空战,49;飞机,47;飞行员,46;一战,28;
1807592:堤,8;时代剧,7;kuso,4;时代,4;阿部宽,4;
2255893:女人,18;正义,14;eddie,11;安吉丽娜,9;强奸,8;
1401384:his,19;henry,10;in,10;we,6;world,6;
1298863:法斯宾,39;德,38;汉斯,22;生活,14;爱普,11;
1292228:小镇,37;世界,31;巴比,22;掉头,21;波比,21;
10527195:」,11;「,11;麼,7;什,7;後,7;
2129898:卧底,15;警察,11;阿,11;正义,10;joe,9;
1958499:地狱,43;世界,38;完美,37;生活,35;社会,21;
3642866:维多利亚,274;香港,272;一号,241;彭浩翔,232;杀人,228;
6080772:中国,444;历史,373;日本,360;海军,265;北洋水师,248;
1307282:居然,1;融入,1;香港,1;都市人,1;进去,1;
1478064:人类,661;世界,265;希望,254;theo,150;子,147;
5387025:外婆,282;7,125;花菜,125;厕所,121;(,113;
1293908:卓别林,176;流浪汉,123;喜剧,74;卖花女,64;城市之光,54;
3012039:基因,14;罗伯特,7;论,6;马克,6;环境,4;
2303845:隐,30;娘,30;曰,24;至,13;无,12;
1292965:夜,67;色情,64;不羁,62;年代,46;杰克,40;
1299661:马达,2873;牡丹,2691;爱情,2223;美美,1682;苏州河,1356;
1927686:爱情,706;女人,596;男人,484;徐朗,380;爱,373;
1303453:鳗鱼,154;山下,127;日本,90;今村,64;妻子,53;
1790990:拉普达,10;巴国,10;权力,8;格列佛,7;李锐,6;
10876425:英语,165;印度,140;丈夫,86;尊重,86;爱,82;
1294297:阿森纳,41;球迷,26;狂热,14;足球,10;冠军,9;
1295948:成龙,3;技术,2;every,2;科幻片,2;time,2;
2988333:西班牙,2;坏,2;梦想,2;好莱坞,2;世界,2;
1307239:tur,66;ramallo,60;生命,18;世界,14;男孩,12;
1966182:霍比特,1746;矮,1587;魔戒,1413;甘道夫,863;精灵,837;
1292874:美国,106;战争,105;越战,92;国家,58;男主角,38;
1421480:＊,31;阿龙,30;爱情,20;男人,19;爱,19;
5366672:生活,28;自杀,17;爱,12;社会,10;人生,9;
1291841:教父,2599;家族,940;麦克,794;男人,761;迈克,539;
1293113:george,21;医生,12;人生,12;lace,12;有的,10;
1305929:老师,8;冰冷,6;gt,5;战斗,5;刀,5;
1395459:阿龙,92;花,67;凤,49;腰,48;美,45;
3757349:盲点,14;———,10;抢劫犯,7;老太,7;老奶奶,6;
4230878:老师,5;上海,4;快乐,2;父母,2;形象,2;
4922398:警察,48;雨果,32;妻子,28;萨缪尔,26;法国,13;
3148297:加,2;身影,1;张卫健,1;本人,1;旗号,1;
3011979:婴儿,10;白人,8;暴力,8;英雄,8;恐怖片,7;
10527193:对待,3;躁郁症,2;解释,2;行为,2;心理,2;
1291838:猪,709;哥,425;波,386;红,344;吉娜,290;
5415664:原始人,16;废土,8;希望,6;脚,5;5,5;
3103405:结城,129;神父,60;玉木宏,52;贺来,45;山田,40;
3793109:白熊,6;韩国,6;企鹅,5;欺负,4;不大,4;
1875298:艺术家,7;笨拙,4;技术,4;人体,4;动画,4;
1301705:梦想,30;美国,18;贝蒂,16;努力,14;梦,13;
3054550:sarah,32;lorraine,11;原谅,9;jennifer,8;痛苦,8;
1300900:we,15;万岁,13;heil,13;元首,10;face,8;
2212176:虫子,6;相当,5;国内,4;搞笑,4;怪物,4;
2138293:文德斯,73;死神,56;死亡,33;帕勒莫,32;生命,24;
1388176:日本,62;暴力,59;金俊平,52;,46;父亲,43;
1439988:．,19;9,15;—,9;判刑,9;龙平,8;
1305467:她们,16;苹果,15;世界,10;genie,10;	,9;
3743052:爱,197;世界,173;嗅觉,110;生活,110;人类,104;
1889645:佛,10;【,7;】,7;苍蝇,6;动画,6;
1292515:武士,133;郎,127;三十,86;黑泽明,79;棒,65;
2238297:同志,108;同性恋,59;少年,46;gay,46;男人,44;
2357719:柯南,525;剧场版,281;音乐,129;推理,121;小兰,99;
1395247:生活,20;爱,19;马勒,18;自杀,17;阿兰,15;
1307002:安娜,111;版,25;卡,25;女人,25;列宁,25;
1422099:塔尔,16;麦克白,15;贝拉,8;欲望,8;风格,6;
1887837:宪,27;死亡,26;生命,13;医生,12;眼泪,11;
1877942:z,22;鲍比,21;科尼,16;■,10;蝶,8;
1307740:edison,14;twins,8;僵尸,8;王子,6;血,6;
5365577:毫无,3;参加,3;李小龙,3;看见,3;外国人,3;
2028819:生活,238;caden,162;人生,159;is,142;凯顿,130;
1902081:．,15;為,7;双性恋,6;allegra,5;男人,5;
1303077:黑泽明,18;电车,16;生活,16;乞丐,15;六,14;
1304970:猫,467;小春,265;男爵,113;一只,82;报恩,65;
1301320:政府,9;先生,6;关,5;中国政府,4;反,4;
3790589:痣,7;丈夫,7;改编自,5;十日谈,5;捉奸,5;
20394480:was,21;she,17;are,17;what,16;love,16;
3823826:小人,2;风光,1;覆手为雨,1;干干净净,1;翻手为云,1;
1457218:夏洛特,283;小猪,217;蜘蛛,201;朋友,156;威尔伯,155;
1307350:哥哥,35;弟弟,25;生命,15;爱,14;寂寞,8;
4206468:监狱,44;墨西哥,29;梅尔,17;吉布森,16;犯人,14;
3213258:don,38;爱,37;阿雅莎,17;roma,15;印度,15;
4911247:它们,19;人类,18;动物,17;孤儿,11;保护,10;
1293929:爱,1231;爱情,1230;生活,900;卡,668;罗伯特,599;
1431956:熊猫,6;动画,5;国产,5;传统,2;深入,2;
3443393:罗马,84;军团,70;百夫长,66;第九,43;战争,37;
3074538:抽,64;化妆,57;+,54;青岛,37;搜,20;
1294853:世,276;达,267;欲望,249;玛,194;色,161;
4290704:武士,139;安兵卫,100;穿越,96;布丁,96;日本,60;
1298111:keanu,9;_,6;制作,5;烂片,4;小说,4;
6902929:书,309;世界,77;生活,53;生命,45;书籍,43;
5326544:大叔,11;承,9;俊,9;久,4;申,4;
11610998:鬼,20;守,14;反转,12;尸体,11;第一个,11;
4087067:young,15;soo,15;noir,11;善,11;é,10;
1305058:香港,30;粤语片,21;王晶,20;难兄难弟,18;吕奇,14;
1294547:神父,152;男人,46;同志,43;爱,27;女孩,26;
1401221:本人,2;关联,1;评论,1;郑丹瑞,1;显眼,1;
1417914:治,57;眼睛,45;奈,44;日,43;东京,40;
10756794:恐,9;同,9;战友,5;米西尔,4;女儿,3;
3013622:中国,88;学校,82;教育,64;学生,47;老师,45;
1465754:生活,167;女人,104;朋友,63;丈夫,59;有钱,57;
3815848:兔子,20;害怕,11;巨人,8;秘密,8;people,7;
4297254:俄罗斯,99;黑色,76;英雄,70;闪电,68;汽车,56;
1301447:西格,19;动作,12;美国,10;制作,10;英雄,10;
1794719:男人,6;抢劫,5;节奏,4;标本,4;色调,4;
3389748:正太,2;才豆丁,1;短片,1;早熟,1;对方,1;
2034128:画,4;些,2;名,1;动,1;d,1;
4824969:唐,38;生活,35;头,34;徐童,30;纪录片,23;
5161713:肖邦,21;———,12;d,10;琴,10;音乐,10;
4907953:雄,12;茂,12;英俊,11;母亲,3;虚,3;
1308859:riddick,19;第一部,18;第二部,17;星际,15;*,14;
1293157:童年,10;bobby,9;巴比,9;梦想,8;兄弟,7;
1812876:外星人,29;gt,27;1995年,27;lt,19;解剖,18;
3755531:大雄,93;啦,90;机器猫,83;梦,76;哆,63;
1482022:霍金,104;宇宙,69;hawking,55;bc,51;理论,43;
2038174:狼,245;彼得,174;爷爷,65;peter,45;(,43;
1302960:e,28;爸爸,19;提,18;%,13;」,10;
1308208:大篷车,29;印度,25;爱情,19;爱,17;吉普赛人,14;
2972591:篮球,66;嘴,28;真实,21;比赛,20;…,18;
1297317:真人,23;动画,19;罗杰,12;题目,10;卡通,10;
1441089:电视,2;行业,2;日本,1;补台,1;自带,1;
3032912:时尚,248;先生,95;叶青,57;方中信,55;男人,53;
4312215:中国,40;日本,20;远征军,17;历史,17;野人,14;
1850521:恐怖片,22;公寓,18;女主角,18;女子,18;韩国,17;
4861404:超能力,98;者,48;控制,42;高修,26;姜东元,26;
3562645:日本,102;战争,56;潜艇,34;鱼雷,31;猎户座,28;
2002988:滚石,61;滚,37;乐队,34;石乐队,33;音乐,32;
1892545:生活,24;家庭,20;莱姆病,12;病人,9;母亲,8;
1433496:卡车,18;大卡车,16;戴维,14;卡车司机,13;车,13;
1292467:生活,80;fred,59;地铁,41;地下铁,36;爱,36;
1295325:菲利浦,20;格温,19;父亲,11;爱,9;王子,8;
2333615:法国,9;巴黎,7;ninette,4;andres,4;女人,4;
3807598:继父,28;刑警,12;爱,9;进行,8;侦探,7;
2338068:罗杰,49;画,41;老婆,26;少女,26;乔治,25;
1302814:动画,33;王子,20;剪纸,20;男巫,15;阿拉丁,14;
1757936:超现实主义,5;2,2;反,2;摄影,2;cult,2;
1298706:指挥,4;小丑,3;穿着,2;代入,2;就算,2;
1309094:猫王,12;老人,9;肯尼迪,6;木乃伊,5;美国,5;
1303526:女人,31;marie,28;男人,22;道德,18;堕胎,18;
4317926:生物钟,20;青少年,14;pm,9;*,8;am,8;
1428068:otis,26;奶牛,25;动物,19;动画片,15;本,14;
1294123:周润发,5;鬼,5;红姑,4;刘镇伟,4;k,4;
3329893:乐言,21;程真,19;凌峰,17;乐,13;坏事,13;
3732818:阿鼎,6;film,6;爱,5;相当,5;青春,5;
1949145:空军,7;空战,6;高志航,5;飞机,4;中国空军,4;
1770510:蛇,20;甘国亮,7;杀手,6;影响,5;sm,5;
3058964:小提琴,68;演奏,38;大提琴,36;第一,36;四重奏,33;
1292966:泰利,3;强尼,3;伦理,2;配乐,2;朵,2;
5339081:剧,6;万圣节,5;特辑,4;英,4;美,3;
1773216:barry,101;爱,72;女人,65;同性恋,44;男人,43;
1426881:男生,12;台湾,11;女生,9;青春,9;方克磊,9;
1307795:lorenz,8;眼里,5;母亲,4;青梅竹马,3;marie,3;
1306194:戏剧,18;万尼亚,17;舅舅,15;马勒,14;舞台,13;
1428878:汽车,202;总动员,148;小镇,145;动画,143;动画片,131;
1302815:罗马,140;费里尼,94;城市,39;历史,27;时代,21;
2147718:http,4;com,4;朋友,3;www,3;阿姨,2;
1419338:_,8;•,5;or,4;http,4;1603842,4;
1302718:－,56;predator,23;in,13;captain,10;船长,10;
2160639:鸣,4;感动,3;坚持,2;收获,2;c,2;
1394173:法国人,2;关照,1;是从,1;319,1;一张,1;
7061246:艾吉奥,23;ezio,23;爱,20;刺客,13;嘉靖,12;
2025154:哥哥,18;弟弟,16;分离,10;兄弟,9;缝合,8;
1442007:音乐,53;巴赫,36;古典音乐,27;艺术,15;灵感,15;
1476409:beatles,63;乐队,36;拍摄,28;成员,26;音乐,22;
1301716:她们,143;世界,68;pauline,66;juliet,61;母亲,43;
2344873:劳拉,12;拉拉,5;同,5;女人,5;跑,4;
1294654:,48;公主,41;国王,34;王子,32;姑娘,31;
6850538:华人,3;桥段,3;黄明,2;赞赏,2;记住,2;
1891211:世界,547;霍顿,536;大象,294;生命,228;袋鼠,207;
1963953:西莲,16;母亲,13;情欲,9;朱成,9;林正盛,8;
1945253:学生,234;老师,178;教育,138;生活,108;改变,99;
6849069:条约,69;双人床,68;爱情,57;离婚,52;刘威葳,47;
1294253:爱,60;印度,55;玛雅,37;,36;国王,27;
1828616:三,4;爱神,4;内涵,3;深刻,3;惊,2;
1309026:提,120;摩,117;妻子,72;爱,68;女人,65;
1797744:喜洋洋,1;无数倍,1;画,1;动画,1;经典,1;
1891201:ann,124;爱,87;harris,53;buddy,52;安,48;
2244541:de,3;资料馆,2;plus,2;la,2;cinematheque,2;
6397225:战争,168;朱莉,87;波黑,70;爱情,57;塞族,54;
6523575:埃及,5;惊人,1;挑选出,1;探寻,1;探索,1;
3993559:日本,3717;赛德克,3363;文明,2481;台湾,2024;巴莱,1615;
1291575:玩具,178;巴斯,64;动画片,47;胡迪,44;动画,40;
1507406:公主,32;纺锤,10;男人,10;母亲,10;睡美人,8;
1306133:牌,20;二人,10;香港,9;杜韦,9;杜琪峰,7;
1292745:她们,103;自由,39;警察,30;marie,24;摇滚,18;
1294609:法默,14;母亲,7;弗兰西斯,6;好莱坞,6;精神病院,6;
3290527:生活,15;剧,10;爱,9;marie,7;———,7;
1438274:解放军,5;秩序,4;红装,4;传统,3;老乡,2;
1296700:－,54;徐克,44;地狱,24;无,21;门,21;
1306588:爱,278;*,231;西贝拉,210;米奇,155;吻,150;
1471317:警匪片,19;香港,15;卧底,14;警察,12;年代,12;
5380930:酱油,3;按照,2;坏人,2;越,2;一群,2;
1299898:marcus,21;凶手,20;别墅,19;画,12;儿歌,11;
1872253:lili,78;爱,55;父母,53;父亲,51;loic,30;
3792816:陈真,1967;日本,1106;甄子丹,891;中国,640;精武,628;
3731280:爱情,66;柬埔寨,42;爱,35;生活,33;same,27;
4896304:龙门,3191;d,2885;赵怀安,2736;雨,2677;徐克,2421;
1308491:爱,264;哥哥,234;恩,187;淑,167;弟弟,132;
1309209:(,36;),36;特工,30;美国,26;极限,20;
1296272:香港,138;豪,87;跛,84;探长,53;(,50;
1298242:托乐思,20;人性,20;特尔勒,17;斯,17;小说,17;
4910200:护,57;救,52;地狱,32;草莓,28;完,26;
4231642:皇后,22;日本,20;明成皇后,19;爱,17;无名,14;
1917372:神,16;爱,15;蔡明亮,9;鱼,8;对话,8;
1293825:*,295;vivian,275;爱,260;爱德华,255;爱情,224;
1301917:00,35;in,33;that,26;is,24;with,23;
5366663:画面,5;可爱,4;女儿,4;依靠,3;安排,3;
3782817:验尸官,172;rico,137;爱,130;警察,123;emmanuel,117;
2278789:画面,4;一场,4;对话,3;未来,3;情人,3;
1962965:美国,37;．,31;记者,31;墨西哥,27;,20;
1308174:葛民辉,88;王家卫,81;金城武,44;初恋,41;世界,37;
1806013:※,48;师傅,42;弟子,39;守灵,35;徒弟,26;
1905539:v,2;0,2;_,2;com,1;youku,1;
1358443:dalloway,25;woolf,11;世界,11;mrs,11;原著,7;
1291580:昆,515;暴力,420;汀,413;日本,325;复仇,260;
1309010:动画片,27;动物,25;青蛙,17;人类,17;乌龟,15;
1306049:詹尼,41;安东尼奥,36;卢仙娜,33;尼古拉,13;生活,13;
7061180:传统,3;比起,3;结婚,3;同性恋,3;同志,2;
1306464:老师,56;moncho,48;高,32;西班牙,32;妈妈,27;
1303328:犹太人,45;浩劫,19;集中营,14;毒气室,12;曼,11;
5973058:教练,29;男孩,19;马汀,14;缺席,13;学生,11;
1768109:审查员,4;审查,4;波兰,3;～,3;折磨,3;
1462370:翻滚,7;努力,4;运动,4;世界,3;男孩,3;
4881121:罗汉,40;笑,35;可爱,30;七,29;和尚,23;
11594900:虎,22;长,21;相,10;黑社会,8;相真,7;
1922688:斯麦号,5;俾,5;沉没,5;泰坦尼克号,3;战争,3;
2281707:拍摄,4;摄像机,2;压抑,2;译,2;伦理,1;
1292501:鬼,19;玩,14;恐怖片,14;米,12;山姆雷,12;
6880590:张,669;北京,592;警察,526;生活,525;社会,444;
4281574:前世,19;母亲,15;因果,14;妈妈,13;和尚,13;
1484760:00,950;gt,604;黑社会,562;01,330;香港,201;
1788940:女孩,119;日本,107;花,96;老师,93;扶桑,80;
6873875:滑雪,18;生活,17;飞翔,15;滑,14;纪录片,13;
1419446:以色列,41;eyal,36;axel,32;德国,29;仇恨,24;
3284383:演绎,6;神父,6;恐怖,6;恐怖片,4;正面,4;
6888713:is,43;in,29;this,27;老人,26;’,24;
10574622:囧,3831;笑,2539;泰,2376;喜剧,1249;徐峥,1108;
1416910:雾,12;雾里,11;码头,8;黑色,6;奈,6;
3332953:公主,13;britney,12;姐,11;御,10;it,10;
4826414:战争,21;l,16;q,16;男人,11;丹麦,11;
1358420:地铁,59;布楚,25;男主角,23;检票员,21;列车,19;
1461919:爱情,299;tristan,226;爱,185;isolde,180;特里斯坦,121;
1774214:蒋雯丽,4;日本,2;藤原,2;中文,2;中国,2;
1296917:波兰,18;女人,11;_,9;政治,7;美国,6;
1299765:leon,77;星,55;爷,53;鬼,46;回魂夜,38;
1295008:鲸鱼,19;新娘,17;索菲,10;镇上,9;肚子,7;
1788094:轮回,87;前世,61;教授,48;女主角,46;咒怨,35;
6780868:芭蕾,33;热爱,17;舞蹈,12;爱,12;艺术,10;
2988772:小男孩,4;每次,2;其他,2;思考,2;初吻,2;
1307741:谢霆锋,12;打斗,11;螳螂,8;石头,8;冯德伦,8;
1470328:士兵,70;战争,32;罗密欧,25;恐怖,21;恐怖片,18;
1297797:in,41;he,36;his,23;agee,23;gates,18;
4918498:was,15;said,14;he,13;on,13;me,12;
1301132:居,19;米尔克,18;同性恋者,12;美国,12;洋,12;
3179741:国王,196;医生,145;丹麦,94;王后,78;历史,59;
2216966:爱,303;妹妹,277;朱丽叶,218;姐姐,178;生活,170;
7005155:妆,108;魅,106;爱,95;悬疑,57;惊悚,42;
1467097:台湾,13;命运,5;外省人,5;历史,4;门闩,4;
1758840:配乐,4;凶手,4;杀人,3;gt,2;神经病,2;
6126757:男人,6;灯泡,5;女人,4;点亮,4;负责,2;
1299136:罗兰,11;•,11;女人,11;三个,10;今天,8;
2237464:索尔仁,149;尼,148;琴,146;俄罗斯,98;索科洛夫,88;
1918648:铁木真,222;蒙古,157;成吉思汗,106;蒙古人,82;札木合,50;
3224840:王祖贤,10;齐秦,9;凌云峰,6;年代,6;周永健,4;
1422273:布洛赫,35;美国,17;物体,14;文德斯,13;心理,11;
2173889:－,44;升,29;龙,22;早濑,15;哥哥,13;
2044201:她们,13;青春,10;四个,9;女孩,8;美国,7;
6834414:辅,15;飞机,14;日本,13;救,12;海猿,9;
1297756:白雪公主,50;矮,35;七个,23;皇后,18;公主,17;
1851480:爱情,58;恶魔,56;铁匠,53;英雄,50;中国,48;
1458035:治,21;贤,21;宫泽,20;银河,9;感受,8;
2992834:fado,8;女人,7;人生,6;舞者,5;flamenco,5;
1471839:女人,38;男人,35;朱丽,30;小姐,30;女主角,26;
1292860:泰勒,12;赫本,12;克里夫,10;塞巴斯蒂安,10;维奇,9;
1298340:乔伊,68;哥哥,43;雷利,34;美国,13;母亲,11;
2253499:av,3;金牛,2;算不上,1;炫目,1;远远,1;
3632567:爱情,7;入,4;肥皂剧,4;后面,3;搞笑,3;
1925081:版,6;动画片,5;小海蒂,4;海蒂,4;印象,4;
1293651:白朗,33;乔治,33;黛,27;绿卡,21;_,12;
1432730:阿富汗,22;老人,16;战争,15;活着,10;心,10;
1308722:小妹,191;捕头,169;刘,114;金,90;飞刀,85;
1424642:厄,13;内斯特,12;小姐,8;名字,7;身份,5;
3240208:章子怡,1087;完美,955;苏菲,654;女人,559;爱情,514;
1303955:道恩,11;丝,9;蜜,9;妹妹,8;家人,6;
1308764:灰姑娘,150;王子,110;童话,73;生活,47;女孩,47;
6875428:刺客,4;多成,3;狗,3;浪费时间,3;尼,3;
1468960:美国,3;认识,1;希望,1;仅仅,1;符号,1;
1306418:生活,19;男孩,16;荒谬,16;女孩,14;教授,13;
1782568:男人,25;女人,23;战争,20;巴赫贝,18;战场,14;
1316694:爱,79;桃色,76;美丽,73;杨凡,59;sm,49;
3073218:生活,70;no,55;had,47;给予,40;女儿,38;
1306799:王菲,102;,94;冲绳,77;jenny,76;爱情,74;
5157400:00,133;生活,85;lucy,77;gt,65;睡美人,58;
3287562:格鲁,379;三个,327;卑鄙,296;爱,294;动画,208;
5908505:自闭症,64;世界,62;星球,62;孤独症,36;生活,33;
3148877:space,27;系列,24;怪物,21;血腥,20;致命,16;
6886471:灵感,21;学生,18;韩国,14;创作,13;恋爱,11;
1301222:张国荣,25;翁静晶,22;小龙女,19;杨过,19;」,18;
1866445:rammstein,21;till,12;自我,8;快感,7;力量,7;
3708001:父亲,7;主人公,7;青春,4;母亲,4;法国,4;
1970390:锤子,15;比赛,15;乔健,13;钉子,11;师兄,9;
1397546:比尔,301;女人,265;柯布,255;诺兰,176;bill,161;
2173164:gt,13;它们,13;地球,9;恐龙,8;变形金刚,7;
3743114:大分子,920;韩国,558;久,443;朝鲜族,342;绵,306;
2232434:世界,5;骷髅,4;定格,4;死亡,4;虫,3;
5342818:搞,4;台词,3;金毛,3;过度,2;【,2;
1300067:安托万,29;爱情,18;特吕弗,12;爱,7;colette,7;
1782799:青年,27;妻子,25;donelly,21;绿衣,15;杀人犯,15;
1401481:索米亚,64;格,55;力,38;白音宝,37;奶奶,34;
1301480:la,41;de,35;克拉拉,27;í,26;es,21;
1962331:足球,39;世界杯,35;查理,18;成名,17;一球,17;
1782964:亚,80;电视剧,45;眼泪,40;珍,32;生活,32;
4901684:凶手,60;父母,58;杀人,55;回忆,50;韩国,49;
4896305:革命,913;历史,784;辛亥革命,619;中国,457;袁世凯,342;
2971912:串联,2;调查,2;艾曼纽,1;身为,1;基本上,1;
1299481:书,231;书店,214;海伦,111;伦敦,109;f,105;
1294335:no,18;say,14;just,14;called,10;love,9;
1920907:丈夫,135;jim,76;女儿,71;linda,62;老公,59;
1868880:萨拉,12;母亲,9;父亲,6;爱,6;女人,4;
1306847:lt,114;gt,113;捷克,99;(,77;),76;
1294009:伊丹,93;の,88;ー,65;蒲公英,54;日本,51;
1433990:生活,1034;liz,584;努力,436;母亲,427;世界,422;
1499847:摇滚,9;妈妈,7;天赋,5;她们,4;画,4;
4751198:大阪,68;日本,31;传承,26;堤,25;後,22;
6793324:～,9;爱,6;噠,5;2,4;弟弟,4;
3205673:卷,116;便当,30;丈夫,30;女儿,26;生活,21;
1302369:维克多,154;爱,100;大卫,70;爱莲娜,63;艾莲娜,62;
1431685:动画,9;猴子,8;中国,5;阐释,4;月亮,4;
2363919:火,194;王子,127;水,118;中国,112;国,112;
6800544:世界,6;每,5;干什么,4;着急,4;否则,4;
2004613:pom,304;青春,197;dao,171;aom,152;音乐,121;
1830949:松子,31;爱,14;决定,13;sebastian,12;父亲,12;
1316693:cube,108;立方体,43;人性,40;wynn,29;2,28;
3168993:礼,266;健,190;奔跑,159;幸福,143;全力,125;
1944005:母亲,10;寻找,9;谷,8;真理,7;万物,4;
3408923:希拉里,3;代表,3;小女孩,3;克林顿,2;看吧,1;
2286418:波兰,1678;苏联,868;卡廷,860;历史,472;惨案,368;
1441804:牛,9;艺术,6;毕加索,4;脸,3;设计,3;
1305386:时空,51;郑伊健,28;无限,26;张柏芝,24;阿仁,23;
1294194:台湾,702;悲情,399;宽,390;侯孝贤,359;城市,341;
1291571:魔戒,416;精灵,214;gt,157;人类,144;世界,117;
1304112:香港,2;尾,1;处境,1;正,1;叶倩文,1;
6745765:拍摄,2;纪念,2;da,1;d,1;虚荣,1;
1482925:10,6;味道,6;状态,4;圈圈,4;青春期,4;
2230737:版,8;牧师,7;版本,5;原著,5;女儿,4;
1309114:james,77;lars,63;dave,48;metallica,47;jason,38;
6875497:星,4;一颗,3;偷,2;不到,1;巷战,1;
2303758:科学家,4;海水,4;电影版,2;遗迹,2;悲伤,2;
3801476:上帝,7;6,3;yes,3;no,2;主题,2;
3025809:三,72;兄弟,64;大哥,52;黑帮,37;无法无天,37;
3077840:猴子,131;三只,107;妻子,85;母亲,75;父亲,72;
3073072:毒品,13;烟草,8;大麻,8;爱,8;植物,7;
1424627:华,25;乌鸦,21;房子,20;麻雀,20;],17;
3406437:香港,279;性工作者,179;子宫,118;卖,115;她们,109;
